company_name,domain,funding_usd,status,sector,shutdown_date,notes
Jobzle,jobzle.com,$30K,closed,employment,,Market: Employment; USA; Source: Crunchbase
Klosetshop,klosetshop.com,$30K,closed,auctions,,Market: Auctions; Source: Crunchbase
Million Dollar Earth,milliondollarearth.com,$30K,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
Ofercity,ofercity.com,$30K,closed,curated web,,Market: Curated Web; MEX; Source: Crunchbase
One Step Solutions,onestepsolutions.com.au,$30K,closed,iphone,,Market: iPhone; AUS; Source: Crunchbase
Paybubble,paybubble.com,$30K,closed,mobile payments,,Market: Mobile Payments; Source: Crunchbase
Roomish,roomish.com,$30K,closed,travel,,Market: Travel; CAN; Source: Crunchbase
Sharelook,share-look.com,$30K,closed,ios,,Market: iOS; POL; Source: Crunchbase
Snacksquare,snacksquare.com,$30K,closed,logistics,,Market: Transportation; USA; Source: Crunchbase
U4EA Networks,u4ea.net,$30K,closed,networking,,Market: Networking; USA; Source: Crunchbase
videScreen Networks,videscreen.com,$30K,closed,media,,Market: Video; IND; Source: Crunchbase
Geogoer,geogoer.com,$30K,closed,public transportation,,Market: Public Transportation; Source: Crunchbase
Bonush,bonush.com,$29K,closed,information technology,,Market: Information Technology; Source: Crunchbase
LUMI Mask,lumimask.com,$27K,closed,hardware + software,,Market: Hardware + Software; Source: Crunchbase
TranquilMed,tranquilmed.com,$27K,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Tripsourcing,tripsourcing.com,$26K,closed,tourism,,Market: Tourism; Source: Crunchbase
25eight,25eightsoftware.com,$25K,closed,saas,,Market: Software; Source: Crunchbase
ABC Live,abclive.in,$25K,closed,adtech,,Market: Advertising; IND; Source: Crunchbase
Broadcast.mobi,broadcast.mobi,$25K,closed,mobile,,Market: Mobile; ARG; Source: Crunchbase
Buscatucancha.com,buscatucancha.com,$25K,closed,sports,,Market: Sports; Source: Crunchbase
CartMomo,cartmomo.com,$25K,closed,ecommerce,,Market: E-Commerce; SGP; Source: Crunchbase
Centripetal Software,centripetalsoftware.com,$25K,closed,flash storage,,Market: Flash Storage; USA; Source: Crunchbase
Cognection,cognection.com,$25K,closed,ecommerce,,Market: E-Commerce; USA; Source: Crunchbase
Crono,mycrono.com,$25K,closed,saas,,Market: Software; USA; Source: Crunchbase
Devotee,devotee.com,$25K,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Digital Dandelion,digitaldandelion.net,$25K,closed,mobile,,Market: Mobile; Source: Crunchbase
Duel,duel.fm,$25K,closed,saas,,Market: Software; Source: Crunchbase
Easiest Credit Card To Get Approved For,easiestcreditcardtogetapprovedfor.com,$25K,closed,credit cards,,Market: Credit Cards; USA; Source: Crunchbase
Fanitics,fanitics.com,$25K,closed,gaming,,Market: Games; USA; Source: Crunchbase
Fetch MD,fetchmd.com,$25K,closed,healthtech,,Market: Health Care; USA; Source: Crunchbase
Flying Pig Digital,flyingpigstudio.com,$25K,closed,gaming,,Market: Games; USA; Source: Crunchbase
Good Works Now,goodworksnow.com,$25K,closed,nonprofits,,Market: Nonprofits; USA; Source: Crunchbase
HazelMail,hazelmail.com,$25K,closed,curated web,,Market: Curated Web; Source: Crunchbase
HN Discounts Corporation,hndiscounts.com,$25K,closed,ecommerce,,Market: Fashion; USA; Source: Crunchbase
HuJe labs,hujelabs.com,$25K,closed,internet marketing,,Market: Internet Marketing; PAK; Source: Crunchbase
Hytle,hytle.com,$25K,closed,curated web,,Market: Curated Web; Source: Crunchbase
ibabybox,ibabybox.com,$25K,closed,social,,Market: Social Media; USA; Source: Crunchbase
Instagarage,instagarage.com,$25K,closed,gift card,,Market: Gift Card; USA; Source: Crunchbase
Leap,leapfor.it,$25K,closed,mobile,,Market: Mobile; Source: Crunchbase
maufait,mosnaps.com,$25K,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
N/A,tellitin10.com,$25K,closed,startups,,Market: Startups; Source: Crunchbase
People to Remember,people2remember.com,$25K,closed,ecommerce,,Market: E-Commerce; USA; Source: Crunchbase
Poolami,poolami.com,$25K,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Presstler,presstler.com,$25K,closed,curated web,,Market: Curated Web; Source: Crunchbase
readness.com,readness.com,$25K,closed,curated web,,Market: Curated Web; GBR; Source: Crunchbase
Red Blue Voice,redbluevoice.com,$25K,closed,saas,,Market: Software; USA; Source: Crunchbase
RevoDeals,worldseriesofmusic.com,$25K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Skill-Life,skill-life.com,$25K,closed,gaming,,Market: Games; USA; Source: Crunchbase
Sonya Labs,sonyalabs.com,$25K,closed,legal,,Market: Legal; USA; Source: Crunchbase
Sport Telegram,sporttelegram.com,$25K,closed,sports,,Market: Sports; DNK; Source: Crunchbase
SteadyFare,steadyfare.com,$25K,closed,travel,,Market: Travel; Source: Crunchbase
StockCastr,stockcastr.com,$25K,closed,media,,Market: Video; USA; Source: Crunchbase
TastyNow.com,tastynow.com,$25K,closed,hospitality,,Market: Hospitality; USA; Source: Crunchbase
Twiigg,twiigg.com,$25K,closed,security,,Market: Security; USA; Source: Crunchbase
TwtBks,twtbks.com,$25K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
VtagO,vtago.com,$25K,closed,saas,,Market: Software; Source: Crunchbase
Yurpy,yurpy.com,$25K,closed,curated web,,Market: Curated Web; Source: Crunchbase
ZilloPay,zillopay.net,$25K,closed,proptech,,Market: Real Estate; USA; Source: Crunchbase
Zipano,zipano.com,$25K,closed,security,,Market: Security; USA; Source: Crunchbase
Adwings,adwings.com,$25K,closed,adtech,,Market: Advertising; GBR; Source: Crunchbase
Pinevio,pinevio.com,$23K,closed,social,,Market: Social Media; Source: Crunchbase
Mindlikes,mindlikes.com,$22K,closed,ecommerce,,Market: E-Commerce; RUS; Source: Crunchbase
archify,archify.com,$21K,closed,browser extensions,,Market: Browser Extensions; AUT; Source: Crunchbase
BrieFix,briefix.com,$21K,closed,saas,,Market: Software; Source: Crunchbase
GroupStream,groupstre.am,$21K,closed,other,,Source: Crunchbase
Nippo,nippo.ie,$21K,closed,other,,Source: Crunchbase
PlayerDuel,playerduel.com,$21K,closed,saas,,Market: Software; USA; Source: Crunchbase
ClearGist,cleargist.com,$21K,closed,saas,,Market: Software; GRC; Source: Crunchbase
Outline App,outline.com,$20K,closed,crm,,Market: CRM; IRL; Source: Crunchbase
Alumnize,alumnize.com,$20K,closed,colleges,,Market: Colleges; Source: Crunchbase
Bloggerce,bloggerce.com,$20K,closed,e-books,,Market: E-Books; ISR; Source: Crunchbase
ClrTouch,clrtouch.com,$20K,closed,tablets,,Market: Tablets; USA; Source: Crunchbase
Collegebound Airlines,collegeboundair.com,$20K,closed,travel,,Market: Travel; Source: Crunchbase
Collegebound Bus,collegeboundbus.com,$20K,closed,colleges,,Market: Colleges; Source: Crunchbase
CollegeJobConnect,collegejobconnect.com,$20K,closed,recruiting,,Market: Recruiting; Source: Crunchbase
Cultivate IT Solutions & Management Pvt. Ltd.,cultivate.co.in,$20K,closed,saas,,Market: Software; IND; Source: Crunchbase
Daixe,daixe.com,$20K,closed,web design,,Market: Web Design; MEX; Source: Crunchbase
Diavibe,diavibe.com,$20K,closed,medical devices,,Market: Medical Devices; USA; Source: Crunchbase
Dragonfly List,dragonflylist.com,$20K,closed,freelancers,,Market: Freelancers; AUS; Source: Crunchbase
dreamsha.re,dreamsha.re,$20K,closed,saas,,Market: Software; USA; Source: Crunchbase
Gather.md,gather.md,$20K,closed,predictive analytics,,Market: Predictive Analytics; Source: Crunchbase
Hurricane Party,hurricaneparty.com,$20K,closed,location based services,,Market: Location Based Services; USA; Source: Crunchbase
IndiaEver.com,indiaever.com,$20K,closed,music,,Market: Music; IND; Source: Crunchbase
Koala Databank,koaladatabank.com,$20K,closed,archiving,,Market: Archiving; USA; Source: Crunchbase
listedplaces,listedplaces.com,$20K,closed,online rental,,Market: Online Rental; USA; Source: Crunchbase
Mango Reservations,mangoreservations.com,$20K,closed,saas,,Market: Software; USA; Source: Crunchbase
Marro.ws,marro.ws,$20K,closed,social,,Market: Social Media; USA; Source: Crunchbase
N2Care,n2care.net,$20K,closed,healthtech,,Market: Health and Wellness; USA; Source: Crunchbase
One-Song,one-song.com,$20K,closed,music,,Market: Music; USA; Source: Crunchbase
Piki,piki.mx,$20K,closed,crowdsourcing,,Market: Crowdsourcing; MEX; Source: Crunchbase
Revetto,revetto.com,$20K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
RippleFunction,ripplefunction.com,$20K,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
Slipstream,slipstre.am,$20K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Social Collective,thesocialcollective.com,$20K,closed,contests,,Market: Contests; USA; Source: Crunchbase
Starbates,starbates.com,$20K,closed,coupons,,Market: Coupons; USA; Source: Crunchbase
StyleZen,stylezen.net,$20K,closed,ecommerce,,Market: Fashion; USA; Source: Crunchbase
Wote,woteapp.com,$20K,closed,curated web,,Market: Curated Web; Source: Crunchbase
Eigenta,eigenta.com,$20K,closed,search,,Market: Search; NLD; Source: Crunchbase
Ruby & Revolver,rubyandrevolver.com,$19K,closed,other,,Source: Crunchbase
Spockly,spockly.com,$19K,closed,email marketing,,Market: Email Marketing; DNK; Source: Crunchbase
Nalace Corporation,nalace.com,$19K,closed,ecommerce,,Market: Fashion; USA; Source: Crunchbase
Dittit,dittit.com,$19K,closed,healthtech,,Market: Health and Wellness; USA; Source: Crunchbase
Fanarchy Limited,fanarchy.org,$19K,closed,curated web,,Market: Curated Web; Source: Crunchbase
GiftMe,giftme.de,$19K,closed,facebook applications,,Market: Facebook Applications; Source: Crunchbase
Vidiowiki,vidiowiki.com,$19K,closed,other,,Source: Crunchbase
Credport,credport.org,$19K,closed,other,,Source: Crunchbase
Raidarrr,raidarrr.com,$19K,closed,other,,USA; Source: Crunchbase
Weavly,weavly.com,$19K,closed,other,,AUT; Source: Crunchbase
Taskmit,taskmit.com,$18K,closed,curated web,,Market: Curated Web; GBR; Source: Crunchbase
AmpIdea,ampidea.com,$18K,closed,fintech,,Market: Finance; Source: Crunchbase
LangoLab,langolab.com,$18K,closed,edtech,,Market: Education; DEU; Source: Crunchbase
Mailana,mailana.com,$18K,closed,fintech,,Market: Finance; Source: Crunchbase
Spry,spryplanner.com,$18K,closed,saas,,Market: Enterprise Software; Source: Crunchbase
TempMine,tempmine.com,$18K,closed,recruiting,,Market: Recruiting; USA; Source: Crunchbase
Tivity,tivity.us,$18K,closed,networking,,Market: Networking; USA; Source: Crunchbase
TrewCap,prideme.com,$18K,closed,gaming,,Market: Games; Source: Crunchbase
UserMojo,usermojo.com,$18K,closed,analytics,,Market: Analytics; Source: Crunchbase
PhotoFix UK,photofix.uk.com,$16K,closed,adtech,,Market: Advertising; GBR; Source: Crunchbase
datatracker,datatracker.io,$16K,closed,analytics,,Market: Analytics; ISL; Source: Crunchbase
Live Shuttle,liveshuttle.com,$16K,closed,mobile,,Market: Mobile; ISL; Source: Crunchbase
Pin or Peg,pinorpeg.com,$16K,closed,reviews and recommendations,,Market: Reviews and Recommendations; GBR; Source: Crunchbase
PickPark,pickpark.com,$16K,closed,saas,,Market: Software; DEU; Source: Crunchbase
NMotive Research,nmotive.ca,$15K,closed,other,,Source: Crunchbase
A Smarter City,asmartercity.com,$15K,closed,saas,,Market: Software; Source: Crunchbase
Anchovi Labs,anchovi.com,$15K,closed,photography,,Market: Photography; Source: Crunchbase
CHOOMOGO,choomogo.com,$15K,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Classiphix,classiphix.com,$15K,closed,classifieds,,Market: Classifieds; USA; Source: Crunchbase
Conecta 2,fuzzwich.com,$15K,closed,services,,Market: Consulting; USA; Source: Crunchbase
Coupoplaces,coupoplaces.co.uk,$15K,closed,location based services,,Market: Location Based Services; GBR; Source: Crunchbase
Ernie's,erniesgrocery.com,$15K,closed,sales and marketing,,Market: Sales and Marketing; Source: Crunchbase
Friendsignia,friendsignia.com,$15K,closed,contact management,,Market: Contact Management; USA; Source: Crunchbase
Krikle,krikle.com,$15K,closed,gaming,,Market: Games; USA; Source: Crunchbase
opinions.h,opinionsdoth.com,$15K,closed,adtech,,Market: Advertising; Source: Crunchbase
Printed Piece,printedpiece.com,$15K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Saltlick Labs,saltlicklabs.com,$15K,closed,android,,Market: Android; USA; Source: Crunchbase
Snipd,snipd.com,$15K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
stiQRd,stiqrd.com,$15K,closed,loyalty programs,,Market: Loyalty Programs; Source: Crunchbase
TicketStumbler,ticketstumbler.com,$15K,closed,ticketing,,Market: Ticketing; USA; Source: Crunchbase
Voxli,voxli.com,$15K,closed,messaging,,Market: Messaging; Source: Crunchbase
zipcodemailer.com,zipcodemailer.com,$15K,closed,postal and courier services,,Market: Postal and Courier Services; USA; Source: Crunchbase
teextee,teextee.com,$14K,closed,social network media,,Market: Social Network Media; Source: Crunchbase
Periscape,periscape.com,$14K,closed,social,,Market: Social Media; USA; Source: Crunchbase
tu.nr,tu.nr,$14K,closed,saas,,Market: Software; Source: Crunchbase
MarginLeft,marginleft.com,$13K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Picklify,picklify.com,$13K,closed,marketplaces,,Market: Marketplaces; USA; Source: Crunchbase
Adeyoh,adeyoh.com,$12K,closed,curated web,,Market: Curated Web; Source: Crunchbase
Picomize,picomize.com,$12K,closed,crowdsourcing,,Market: Crowdsourcing; USA; Source: Crunchbase
TutorialTab,tutorialtab.com,$12K,closed,tutoring,,Market: Tutoring; Source: Crunchbase
World Blender,worldblender.com,$12K,closed,social,,Market: Social Media; USA; Source: Crunchbase
Zuvvu,zuvvu.com,$12K,closed,adtech,,Market: Advertising; IND; Source: Crunchbase
ZhenXin,zhenxincares.com,$12K,closed,healthtech,,Market: Health Care; TWN; Source: Crunchbase
Lamppost,lamppostapp.com,$11K,closed,android,,Market: Android; GBR; Source: Crunchbase
TrustDegrees,trustdegrees.com,$11K,closed,reputation,,Market: Reputation; USA; Source: Crunchbase
Adhysteria,adhysteria.com,$10K,closed,classifieds,,Market: Classifieds; IND; Source: Crunchbase
Alternative Green Technologies,altgreentech.com,$10K,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
artaculous,artaculous.com,$10K,closed,music,,Market: Music; GBR; Source: Crunchbase
BetaUsersNow.com,betausersnow.com,$10K,closed,startups,,Market: Startups; USA; Source: Crunchbase
connex.io,connex.io,$10K,closed,synchronization,,Market: Synchronization; CHE; Source: Crunchbase
Coupons Near Me,couponsnearme.com,$10K,closed,ecommerce,,Market: E-Commerce; Source: Crunchbase
Cubikal,cubikal.com,$10K,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Dream Village,dream-village.org,$10K,closed,enterprises,,Market: Enterprises; Source: Crunchbase
Elecar,elecarcorp.com,$10K,closed,solar,,Market: Solar; Source: Crunchbase
FanBoom,fanboom.com,$10K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Futuris.tk,futuris.tk,$10K,closed,messaging,,Market: Messaging; BRA; Source: Crunchbase
igadget.asia,igadget.asia,$10K,closed,media,,Market: News; IND; Source: Crunchbase
Langtice,langtice.com,$10K,closed,curated web,,Market: Curated Web; CZE; Source: Crunchbase
Little Big Things,little.bigthin.gs,$10K,closed,saas,,Market: Software; Source: Crunchbase
Mapori,mapori.org,$10K,closed,property management,,Market: Property Management; Source: Crunchbase
MyDatingTree,mydatingtree.com,$10K,closed,celebrity,,Market: Celebrity; USA; Source: Crunchbase
Pintics,pintics.com,$10K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Problemcity.com,problemcity.com,$10K,closed,curated web,,Market: Curated Web; CAN; Source: Crunchbase
Sarsys,sarsys.com.ar,$10K,closed,web development,,Market: Web Development; Source: Crunchbase
SeatSwapr,seatswapr.com,$10K,closed,travel,,Market: Travel; USA; Source: Crunchbase
Splashup,splashup.com,$10K,closed,curated web,,Market: Curated Web; Source: Crunchbase
Stakeforce,stakeforce.com,$10K,closed,sustainability,,Market: Sustainability; USA; Source: Crunchbase
Talicious,talicious.com,$10K,closed,social media agent,,Market: Social Media Agent; GBR; Source: Crunchbase
Thucy,mythucy.com,$10K,closed,edtech,,Market: Education; USA; Source: Crunchbase
Yummy Food,yummyfood.cz,$10K,closed,other,,Source: Crunchbase
Jubilater Interactive Media,jubilater.com,$10K,closed,curated web,,Market: Curated Web; Source: Crunchbase
BeeFirst.in,beefirst.in,$10K,closed,incentives,,Market: Incentives; Source: Crunchbase
Jotvine.com,jotvine.com,$10K,closed,social,,Market: Social Media; AUS; Source: Crunchbase
Everything Club,everythingclub.org,$9K,closed,ecommerce,,Market: E-Commerce; Source: Crunchbase
Kahub,kahub.com,$8K,closed,media,,Market: News; Source: Crunchbase
Doormen.,wearedoormen.com,$8K,closed,apps,,Market: Apps; Source: Crunchbase
QRcao,qrcao.com,$7K,closed,nfc,,Market: NFC; POL; Source: Crunchbase
CVN Networks,cnvideonews.com,$7K,closed,services,,Market: Consulting; CHN; Source: Crunchbase
SimGym,simgym.com,$6K,closed,healthtech,,Market: Health and Wellness; USA; Source: Crunchbase
Asesori�as Digitales (Digital Advisors),asesoriasdigitales.cl,$6K,closed,technology,,Market: Technology; CHL; Source: Crunchbase
Zackfire.com,zackfire.com,$6K,closed,web hosting,,Market: Web Hosting; PAK; Source: Crunchbase
CleanApp,cleanitapp.org,$5K,closed,environmental innovation,,Market: Environmental Innovation; USA; Source: Crunchbase
Ground Zero Group Corporation,gztwincities.com,$5K,closed,web development,,Market: Web Development; USA; Source: Crunchbase
hotelsmap.com,hotelsmap.com,$5K,closed,travel,,Market: Travel; ARE; Source: Crunchbase
Oakland Single Parents' Network,oaklandsingleparents.com,$5K,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Pigmata Media,pigmata.com,$5K,closed,saas,,Market: Software; PHL; Source: Crunchbase
Social Games Herald,socialgamesherald.com,$5K,closed,facebook applications,,Market: Facebook Applications; Source: Crunchbase
Wabeebwa,wabeebwa.com,$5K,closed,discounts,,Market: Discounts; USA; Source: Crunchbase
Stand Offer,standoffer.com,$4K,closed,crowdfunding,,Market: Crowdfunding; USA; Source: Crunchbase
FOURward Thought,fourwardthought.com,$4K,closed,services,,Market: Consulting; Source: Crunchbase
Adcast,adca.st,$4K,closed,facebook applications,,Market: Facebook Applications; Source: Crunchbase
Gruburg,gruburg.com,$4K,closed,hospitality,,Market: Hospitality; Source: Crunchbase
Charitas,notedfaith.org,$3K,closed,nonprofits,,Market: Nonprofits; Source: Crunchbase
MediVision,medivisiontoday.com,$3K,closed,services,,Market: Consulting; USA; Source: Crunchbase
RewardSnap,rewardsnap.com,$3K,closed,saas,,Market: Software; USA; Source: Crunchbase
The 5th Base,the5thbase.com,$2K,closed,curated web,,Market: Curated Web; Source: Crunchbase
Viaziz Scam,viazizscam.com,$2K,closed,internet,,Market: Internet; Source: Crunchbase
gis.to,gis.to,$2K,closed,publishing,,Market: Publishing; USA; Source: Crunchbase
Premium Advert Solutions,lagron.co.cc,$2K,closed,subscription businesses,,Market: Subscription Businesses; USA; Source: Crunchbase
Webupo,webupo.com,$2K,closed,curated web,,Market: Curated Web; GBR; Source: Crunchbase
Keystone Technology,keystone-tech.co.jp,$1K,closed,hardware + software,,Market: Hardware + Software; Source: Crunchbase
Executive Intermediary,executiveintermediary.com,$1K,closed,venture capital,,Market: Venture Capital; USA; Source: Crunchbase
ScanSocial,scansocial.com,$1K,closed,media,,Market: News; Source: Crunchbase
1bib,1bib.com,,closed,curated web,,Market: Curated Web; CHN; Source: Crunchbase
1Cast,1cast.com,,closed,lifestyle,,Market: Lifestyle; USA; Source: Crunchbase
2Win-Solutions,tictacdo.com,,closed,saas,,Market: Software; ISR; Source: Crunchbase
4Blox,4blox.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
8aweek,8aweek.com,,closed,task management,,Market: Task Management; Source: Crunchbase
99times.cn,99times.cn,,closed,ecommerce,,Market: E-Commerce; CHN; Source: Crunchbase
adaffix,yellix.com,,closed,mobile,,Market: Mobile; AUT; Source: Crunchbase
Advanced Medical Innovations,amiwelisten.com,,closed,other,,USA; Source: Crunchbase
Ahead,ahead.com,,closed,web cms,,Market: Web CMS; Source: Crunchbase
aka-aki networks,spiegel.de,,closed,mobile,,Market: Mobile; DEU; Source: Crunchbase
All Together Now,getalltogethernow.com,,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
AllPeers,techcrunch.com,,closed,curated web,,Market: Curated Web; GBR; Source: Crunchbase
allyve,allyve.com,,closed,saas,,Market: Software; DEU; Source: Crunchbase
AlphaStripe,alphastripe.com,,closed,dod/military,,Market: DOD/Military; USA; Source: Crunchbase
American Life Media,styleup.com,,closed,curated web,,Market: Curated Web; HKG; Source: Crunchbase
Anthillz,anthillz.com,,closed,reputation,,Market: Reputation; USA; Source: Crunchbase
Apprats,apprats.com,,closed,video streaming,,Market: Video Streaming; Source: Crunchbase
Architectural Daily,architecturaldaily.com,,closed,media,,Market: News; Source: Crunchbase
Arclight Media Technology,arclightmediatech.com,,closed,search,,Market: Search; GBR; Source: Crunchbase
Arigami Semiconductor Systems Private,arigamisys.com,,closed,hardware,,Market: Semiconductors; USA; Source: Crunchbase
ArtistForce,artistforce.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
Arvirago,arvirago.es,,closed,other,,Source: Crunchbase
Astro Ape,astroapestudios.com,,closed,mobile games,,Market: Mobile Games; USA; Source: Crunchbase
Attila Technologies,attila-tech.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
Automatic Agency,automaticpartners.com,,closed,sales and marketing,,Market: Sales and Marketing; USA; Source: Crunchbase
Avva Health,avvahealth.com,,closed,healthtech,,Market: Health Care; Source: Crunchbase
AwesomeHighlighter,awesomehighlighter.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Badongo.com,badongo.com,,closed,web hosting,,Market: Web Hosting; USA; Source: Crunchbase
Banksnob,banksnob.com,,closed,personal finance,,Market: Personal Finance; USA; Source: Crunchbase
BatesHook,bateshook.com,,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
Be Spotted,be-spotted.com,,closed,apps,,Market: Apps; USA; Source: Crunchbase
BeanStockd,beanstockd.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Bemba,bemba.com,,closed,social bookmarking,,Market: Social Bookmarking; Source: Crunchbase
Bfly,bflyeffect.com,,closed,gaming,,Market: Games; Source: Crunchbase
BidModo,bidmodo.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Bilneur,bilneur.com,,closed,shopping,,Market: Shopping; USA; Source: Crunchbase
Biographicon,biographicon.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
BioMicro Systems,biomicro.com,,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Birthday Gorilla,birthdaygorilla.com,,closed,adtech,,Market: Advertising; AUS; Source: Crunchbase
Bizak,bizak.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Bizmore,bizmore.com,,closed,advice,,Market: Advice; USA; Source: Crunchbase
BlogRadio,podblogr.com,,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Bloom Studio,blog.bloom.io,,closed,gaming,,Market: Games; Source: Crunchbase
Bluebox Now!,blueboxnow.com,,closed,incentives,,Market: Incentives; USA; Source: Crunchbase
Boom.fm,boom.fm,,closed,music,,Market: Music; Source: Crunchbase
Bounce Mobile,blog.opencorporates.com,,closed,mobile,,Market: Mobile; GBR; Source: Crunchbase
Boxaroo for eBay,boxaroo.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
BragThis.com,bragthis.com,,closed,social,,Market: Social Media; USA; Source: Crunchbase
Bridge,brid.ge,,closed,public relations,,Market: Public Relations; Source: Crunchbase
BrightSide Software,nuospace.com,,closed,web tools,,Market: Web Tools; USA; Source: Crunchbase
Broadersheet,broadersheet.com,,closed,media,,Market: News; GBR; Source: Crunchbase
BubbleNoise,bubblenoise.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Bushido,gobushido.com,,closed,venture capital,,Market: Venture Capital; BHR; Source: Crunchbase
BuyPlayWin,buyplaywin.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
ByteShield,byteshield.net,,closed,digital rights management,,Market: Digital Rights Management; USA; Source: Crunchbase
CareSimply,caresimply.com,,closed,healthtech,,Market: Health Care; USA; Source: Crunchbase
Cavis microcaps,cavis-microcaps.com,,closed,other,,DEU; Source: Crunchbase
Channel M,channelm.com,,closed,adtech,,Market: Advertising; Source: Crunchbase
CinaMaker,cinamaker.com,,closed,other,,USA; Source: Crunchbase
CinemaKi,cinemaki.com,,closed,gaming,,Market: Games; ARG; Source: Crunchbase
Circular,circularapp.com,,closed,other,,Source: Crunchbase
CityIN,cityin.com,,closed,social,,Market: Social Media; CHN; Source: Crunchbase
Classical Connection,classicalconnection.com,,closed,social network media,,Market: Social Network Media; USA; Source: Crunchbase
Clipik,clipik.com,,closed,marketplaces,,Market: Marketplaces; Source: Crunchbase
CoderBuddy,coderbuddy.com,,closed,saas,,Market: Software; Source: Crunchbase
Common Ground,getcommonground.com,,closed,location based services,,Market: Location Based Services; Source: Crunchbase
Compass Engine,compassengine.com,,closed,mobile,,Market: Mobile; Source: Crunchbase
Conservus International,conservus.ae,,closed,adtech,,Market: Advertising; ARE; Source: Crunchbase
Contur,contur.co,,closed,email,,Market: Email; USA; Source: Crunchbase
cookdinner,cookdinner.com,,closed,sales and marketing,,Market: Sales and Marketing; AUS; Source: Crunchbase
coRank,primeluxuryrentals.com,,closed,law enforcement,,Market: Law Enforcement; USA; Source: Crunchbase
CorkShare,corkshare.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Creative Citizen,creativecitizen.com,,closed,public relations,,Market: Public Relations; USA; Source: Crunchbase
CrowdFanatic,crowdfanatic.com,,closed,social,,Market: Social Media; CAN; Source: Crunchbase
CrowdZone,crowdzone.com,,closed,sports,,Market: Sports; USA; Source: Crunchbase
curated.by,curated.by,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Curbsy,curbsy.com,,closed,ios,,Market: iOS; USA; Source: Crunchbase
DashLuxe,dashluxe.com.au,,closed,ecommerce,,Market: Fashion; AUS; Source: Crunchbase
DealBird,dealbird.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
Dealstreet,dealstreet.com,,closed,electronics,,Market: Electronics; DEU; Source: Crunchbase
Debteye,debteye.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
Deluux,deluux.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
DermaGen,dermagen.se,,closed,biotech,,Market: Biotechnology; SWE; Source: Crunchbase
Diditz,diditz.com,,closed,social,,Market: Social Media; IND; Source: Crunchbase
Digital Luxury,hipxik.com,,closed,ecommerce,,Market: E-Commerce; BRA; Source: Crunchbase
Dolphin Geeks,dolphingeeks.com,,closed,networking,,Market: Networking; USA; Source: Crunchbase
Domgeo.ru,domgeo.ru,,closed,proptech,,Market: Real Estate; Source: Crunchbase
Doppelgames,doppelgames.com,,closed,gaming,,Market: Games; Source: Crunchbase
DosYogures,dosyogures.es,,closed,internet,,Market: Internet; ESP; Source: Crunchbase
Doubloon,virtualdoubloon.com,,closed,freemium,,Market: Freemium; Source: Crunchbase
e-Tag,e-tag.name,,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
EarlyDoc,earlydoc.com,,closed,healthtech,,Market: Health and Wellness; NLD; Source: Crunchbase
EcoBuddies™ Interactive,ecobuddies.com,,closed,kids,,Market: Kids; CAN; Source: Crunchbase
